Series	Array	platform	TumorOrNormal	CNsegments	fracbsegments	skewness_seg	kurtosis_seg	skewness_prob	kurtosis_prob	probeMean	segMedian	positive_segment_ratio_mean	positive_segment_ratio_med
GSE25893	GSM696291	GPL3718	Tumor	540	71	-1.3066	21.7914	-0.1218	1.2941	-0.0040	0.0152	0.6299	0.5019
GSE25893	GSM696292	GPL3718	Tumor	104	93	-3.1620	11.8814	-0.1947	0.7386	-0.0156	-0.0104	0.7755	0.5276
GSE25893	GSM696293	GPL3718	Tumor	194	92	-2.9175	16.2357	-0.1923	0.8508	-0.0078	0.0000	0.5683	0.4998
GSE25893	GSM696294	GPL3718	Tumor	149	305	-3.5118	19.9634	-0.1261	0.7552	-0.0016	-0.0092	0.3940	0.5015
GSE25893	GSM696295	GPL3718	Tumor	187	330	-0.4610	13.7238	-0.1359	0.6955	-0.0018	-0.0143	0.3680	0.4977
GSE25893	GSM696296	GPL3718	Tumor	375	157	-0.9890	18.0857	-0.0367	0.5635	0.0010	0.0138	0.5557	0.5055
GSE25893	GSM696297	GPL3718	Tumor	83	102	-2.5964	9.5873	-0.1817	0.5994	-0.0170	-0.0090	0.9009	0.4814
GSE25893	GSM696298	GPL3718	Tumor	132	401	-4.7076	36.6570	-0.1732	0.6337	-0.0024	-0.0004	0.5137	0.4905
GSE25893	GSM696299	GPL3718	Tumor	339	277	-2.1784	5.0505	-0.6567	2.9636	-0.0078	0.0060	0.6790	0.5013
GSE25893	GSM696300	GPL3718	Tumor	296	381	-0.1883	16.6124	-0.1445	0.6381	-0.0013	0.0081	0.6345	0.4998
GSE25893	GSM696325	GPL6801	Tumor	888	1261	-1.0936	4.0811	-0.3940	3.4442	-0.1291	-0.1188	0.6939	0.5029
GSE25893	GSM696326	GPL6801	Tumor	1132	1636	-2.2181	11.3928	-0.3421	2.0064	-0.0747	-0.0705	0.5258	0.5013
GSE25893	GSM696327	GPL6801	Tumor	671	1565	-2.0438	7.3964	-0.4545	2.2319	-0.0232	-0.0316	0.4339	0.4976
GSE25893	GSM696328	GPL6801	Tumor	650	431	-1.9408	7.2175	-0.4106	3.9470	-0.0961	-0.1104	0.2217	0.4995
GSE25893	GSM696329	GPL6801	Tumor	809	1265	-2.3178	9.5588	-0.1467	3.4717	-0.0461	-0.0606	0.3048	0.4988
GSE25893	GSM696330	GPL6801	Tumor	1166	269	-1.6633	7.6988	-0.3784	5.9653	-0.0272	-0.0382	0.4291	0.4996
GSE25893	GSM696331	GPL6801	Tumor	665	209	-1.4795	4.5964	-0.5110	3.6216	-0.1572	-0.1471	0.7313	0.5057
GSE25893	GSM696332	GPL6801	Tumor	1501	401	-2.4249	11.2042	-0.3671	3.4899	-0.0954	-0.0920	0.5147	0.4985
GSE25893	GSM696333	GPL6801	Tumor	392	1870	-1.4045	6.5553	-0.5403	1.1409	0.0330	0.0172	0.3659	0.5032
GSE25893	GSM696334	GPL6801	Tumor	743	852	-1.7713	5.9676	-0.4599	4.0329	-0.1126	-0.1298	0.2484	0.5062
GSE25893	GSM696335	GPL6801	Tumor	493	1565	-1.9172	5.5204	-0.7071	5.1691	-0.0397	-0.0594	0.2676	0.4971
GSE25893	GSM696336	GPL6801	Tumor	1114	447	-1.1408	6.4008	-0.3213	3.5166	-0.0007	-0.0137	0.3942	0.5009
GSE25893	GSM696337	GPL6801	Tumor	862	1523	-1.4055	5.9216	-0.3478	3.4335	-0.1593	-0.1497	0.7438	0.4987
GSE25893	GSM696338	GPL6801	Tumor	1792	1523	-2.4457	13.3957	-0.1433	3.0397	-0.0723	-0.0709	0.5021	0.5005
GSE25893	GSM696339	GPL6801	Tumor	618	1710	-2.1599	8.7820	-0.6393	5.0626	-0.0152	-0.0281	0.4221	0.5001
GSE25893	GSM696340	GPL6801	Tumor	859	1998	-2.1901	10.4171	-0.8984	17.4540	-0.0469	-0.0633	0.3767	0.5007
GSE25893	GSM696341	GPL6801	Tumor	894	1348	-2.5181	11.5691	-0.2180	4.3812	-0.0651	-0.0833	0.3050	0.5014
GSE25893	GSM696342	GPL6801	Tumor	1099	697	-1.2849	7.4636	-2.2101	45.6792	-0.0237	-0.0390	0.3843	0.5001
GSE25893	GSM696343	GPL6801	Tumor	856	1179	-0.6954	2.7568	-0.2525	0.6377	-0.4013	-0.3944	0.5905	0.5006
GSE25893	GSM696344	GPL6801	Tumor	1211	968	-1.0631	2.8243	-0.3542	1.1802	-0.3074	-0.3076	0.4934	0.4974
GSE25893	GSM696345	GPL6801	Tumor	487	1253	-1.4905	3.4023	-0.3044	1.2234	-0.2284	-0.2442	0.3309	0.4947
GSE25893	GSM696346	GPL6801	Tumor	987	1973	-0.5964	1.9487	-0.2824	0.8642	-0.2548	-0.2719	0.2502	0.5001
GSE25893	GSM696347	GPL6801	Tumor	741	1850	-0.8488	2.6126	-0.2678	0.8444	-0.2835	-0.3019	0.2634	0.5007
GSE25893	GSM696348	GPL6801	Tumor	715	520	-0.5742	1.8482	-0.3362	1.0798	-0.2899	-0.3086	0.2805	0.5033
GSE25893	GSM696349	GPL6801	Tumor	1200	1470	-0.6860	3.1709	-0.2576	0.7992	-0.4284	-0.4193	0.5581	0.5016
GSE25893	GSM696350	GPL6801	Tumor	1551	1178	-0.9328	3.7041	-0.3392	1.0995	-0.3397	-0.3399	0.4922	0.4980
GSE25893	GSM696351	GPL6801	Tumor	582	1297	-0.9179	3.2816	-0.3202	1.1840	-0.2792	-0.2948	0.3081	0.4968
GSE25893	GSM696352	GPL6801	Tumor	799	1353	-0.8374	1.8002	-0.2452	0.6604	-0.3599	-0.3769	0.2444	0.4937
GSE25893	GSM696353	GPL6801	Tumor	709	1357	-1.1356	3.1203	-0.2639	1.0042	-0.3420	-0.3576	0.2235	0.5006
GSE25893	GSM696354	GPL6801	Tumor	719	94	-1.1583	3.2275	-0.4137	1.8714	-0.1847	-0.2019	0.3448	0.5003
GSE25893	GSM696355	GPL6801	Tumor	1387	1707	-0.6106	3.5273	-0.2196	0.6109	-0.4498	-0.4395	0.5441	0.5005
GSE25893	GSM696356	GPL6801	Tumor	1779	1087	-1.2848	4.7566	-0.5069	2.3007	-0.2394	-0.2318	0.5444	0.5005
GSE25893	GSM696359	GPL6801	Tumor	709	1243	-1.6307	6.7739	-0.5430	2.6258	-0.0878	-0.0964	0.4560	0.4997
GSE25893	GSM696360	GPL6801	Tumor	763	1651	-0.9294	2.9608	-0.2956	1.4200	-0.1602	-0.1756	0.2896	0.4998
GSE25893	GSM696361	GPL6801	Tumor	722	1927	-0.9909	2.9123	-0.3198	1.3259	-0.2190	-0.2385	0.2903	0.4981
GSE25893	GSM696362	GPL6801	Tumor	1121	84	-1.1635	4.0001	-0.4889	2.9930	-0.1852	-0.1994	0.3742	0.4919
GSE28132	GSM697003	GPL6801	Tumor	1279	136	-0.6339	1.5226	-0.7109	3.6786	-0.1251	-0.1243	0.5000	0.4980
GSE28132	GSM697004	GPL6801	Tumor	1086	121	-0.9394	2.6629	-0.7699	3.5744	-0.1483	-0.1499	0.4820	0.5002
GSE28132	GSM697005	GPL6801	Tumor	1820	137	-0.9866	3.8450	-0.6493	3.2150	-0.2885	-0.2859	0.5263	0.4994
GSE28132	GSM697006	GPL6801	Tumor	36529	126	-0.2749	0.9135	-0.4947	2.5677	0.0085	0.0002	0.4898	0.4999
GSE28132	GSM697007	GPL6801	Tumor	9556	136	-0.5640	1.9243	-0.5595	2.8992	0.3326	0.3124	0.4682	0.5000
GSE28132	GSM697008	GPL6801	Tumor	72692	133	0.1413	-0.5513	0.0343	0.1945	0.8513	0.4895	0.3867	0.5000
GSE28132	GSM697009	GPL6801	Tumor	49763	110	0.0386	-0.4021	-0.0565	0.1258	1.0946	0.5750	0.3500	0.4998
GSE28132	GSM697010	GPL6801	Tumor	44287	108	0.0910	-0.4183	-0.0013	0.1925	1.0611	0.5543	0.3255	0.5000
GSE28132	GSM697011	GPL6801	Tumor	69747	129	0.0225	-0.4000	-0.0405	-0.0930	1.0953	0.8141	0.4227	0.5000
GSE28132	GSM697012	GPL6801	Tumor	6491	195	-0.4026	1.6213	-0.4103	1.2640	0.3737	0.3531	0.4689	0.4996
GSE28132	GSM697013	GPL6801	Tumor	12222	140	-0.3948	1.4103	-0.3644	1.6745	0.3416	0.3166	0.4653	0.5000
GSE25989	GSM637987	GPL6801	Tumor	2712	350	-1.3709	5.3572	-0.2492	2.1417	0.1594	0.2040	0.5571	0.5003
GSE25989	GSM637988	GPL6801	Tumor	1903	367	-1.4023	5.2404	-0.2625	2.0506	0.0937	0.0586	0.4197	0.5005
GSE28910	GSM716432	GPL6801	Tumor	2184	230	-1.5540	8.7235	-0.0490	1.6919	0.1907	0.1909	0.5011	0.4998
GSE28910	GSM716433	GPL6801	Tumor	2150	167	-0.6320	3.3148	-0.3058	2.1137	-0.0465	-0.0604	0.4431	0.5016
GSE28910	GSM716434	GPL6801	Tumor	1779	151	-0.4377	3.5947	-0.2674	2.3854	-0.0334	-0.0309	0.5026	0.4997
GSE29876	GSM740012	GPL6801	Tumor	1074	288	-1.2427	4.0695	-0.5034	5.3417	-0.0841	-0.1942	0.4307	0.4997
GSE29876	GSM740013	GPL6801	Tumor	642	503	-0.5328	2.1177	-0.0760	1.4752	-0.0826	-0.0154	0.6612	0.5050
GSE29876	GSM740014	GPL6801	Tumor	691	1459	-1.6417	6.3915	-0.0723	2.9627	-0.0494	-0.0733	0.3193	0.5009
GSE29876	GSM740015	GPL6801	Tumor	2182	724	-0.5902	2.7468	-0.2013	1.8668	-0.0023	0.0000	0.5143	0.4899
GSE29876	GSM740016	GPL6801	Tumor	944	517	-0.7560	3.4415	0.0667	2.3886	-0.1344	-0.1538	0.3026	0.5085
GSE29876	GSM740017	GPL6801	Tumor	1049	765	-1.0378	3.9453	-0.2012	1.4331	-0.1299	-0.1289	0.5220	0.5003
GSE29876	GSM740018	GPL6801	Tumor	809	445	-0.3665	2.1406	0.1014	1.7646	-0.1504	-0.2604	0.4734	0.5000
GSE25399	GSM623648	GPL2005	Tumor	108	61	0.8868	10.7807	-0.0295	1.1021	-0.0023	-0.0025	0.4993	0.5121
GSE25399	GSM623649	GPL2005	Tumor	130	64	-0.0330	5.3571	0.0106	-0.0511	0.0432	0.0333	0.3957	0.5130
GSE25399	GSM623650	GPL2005	Tumor	211	73	0.0872	2.0622	0.0439	-0.0366	0.0335	0.0140	0.4894	0.5125
GSE25399	GSM623651	GPL2005	Tumor	289	61	-0.1808	0.4923	-0.0915	0.1010	0.0073	0.1563	0.5773	0.5015
GSE25399	GSM623652	GPL2005	Tumor	144	51	-0.0507	4.3904	0.0311	0.6418	-0.0048	-0.0074	0.4976	0.5017
GSE25399	GSM623653	GPL2005	Tumor	134	79	-0.3630	3.6067	-0.0444	-0.0654	0.0186	0.0358	0.5951	0.5139
GSE25399	GSM623654	GPL2005	Tumor	160	53	0.3953	6.9361	-0.1275	0.5667	0.0037	0.0322	0.5844	0.5101
GSE25399	GSM623655	GPL2005	Tumor	302	51	0.3674	2.4736	0.0261	0.5634	0.0151	0.0366	0.5366	0.5021
GSE25399	GSM623656	GPL2005	Tumor	156	76	1.6461	6.4581	0.0102	0.4623	0.0136	0.0232	0.5540	0.4975
GSE25399	GSM623657	GPL2005	Tumor	134	99	0.3548	3.3433	0.1268	0.0043	0.0671	0.0473	0.3775	0.5089
GSE25399	GSM623658	GPL2005	Tumor	107	52	-0.4337	7.8335	-0.0094	0.0098	0.0298	0.0325	0.5508	0.5257
GSE25399	GSM623659	GPL2005	Tumor	181	73	0.4308	2.6388	0.0038	0.0707	0.0420	0.0656	0.6332	0.4742
GSE25399	GSM623660	GPL2005	Tumor	326	148	-0.2340	2.8218	0.0183	0.3052	-0.0019	0.0148	0.5772	0.5008
GSE25399	GSM623661	GPL2005	Tumor	206	167	-0.0406	3.0934	0.0026	-0.0608	0.0220	0.0412	0.5673	0.4963
GSE25399	GSM623662	GPL2005	Tumor	141	160	0.5903	4.1761	0.1262	-0.0060	0.0551	0.0499	0.4319	0.4960
GSE25399	GSM623663	GPL2005	Tumor	212	84	-0.1550	3.7472	-0.0286	0.3765	0.0208	0.0427	0.5737	0.5135
GSE25399	GSM623664	GPL2005	Tumor	105	94	1.6148	4.5047	0.2025	-0.0434	0.0887	0.0718	0.3037	0.4661
GSE25399	GSM623665	GPL2005	Tumor	119	106	1.5309	3.0596	0.2475	0.0357	0.0845	0.0541	0.3367	0.4934
GSE25399	GSM623666	GPL2005	Tumor	129	83	0.6203	5.3443	0.0244	-0.1024	0.0314	0.0329	0.5152	0.5005
GSE25399	GSM623667	GPL2005	Tumor	303	179	-0.4105	2.5555	-0.0239	0.2198	-0.0012	0.0187	0.5870	0.4942
GSE25399	GSM623668	GPL2005	Tumor	247	81	0.4524	2.2579	0.0040	0.3335	0.0209	0.0521	0.5546	0.4900
GSE25399	GSM623669	GPL2005	Tumor	113	89	0.2070	6.3870	0.0303	-0.0411	0.0521	0.0443	0.4271	0.5100
GSE25399	GSM623670	GPL2005	Tumor	121	86	0.1641	4.7827	0.0565	0.0088	0.0281	0.0000	0.4789	0.5026
GSE25399	GSM623671	GPL2005	Tumor	163	98	0.1961	3.4072	0.0691	0.0151	0.0495	0.0599	0.5475	0.5002
GSE25399	GSM623672	GPL2005	Tumor	170	72	0.5062	3.7476	0.1589	0.0584	0.0402	0.0548	0.5678	0.5115
GSE25399	GSM623673	GPL2005	Tumor	130	101	0.9253	5.2952	0.0907	-0.0597	0.0408	0.0635	0.6433	0.5079
GSE25399	GSM623674	GPL2005	Tumor	124	94	-0.1609	4.9160	0.0331	-0.0274	0.0481	0.0322	0.4014	0.5148
GSE25399	GSM623675	GPL2005	Tumor	120	90	2.2729	4.9139	0.2284	0.1505	0.0911	0.0777	0.4219	0.5135
GSE25399	GSM623676	GPL2005	Tumor	107	94	1.8366	6.2852	0.1855	0.1626	0.0853	0.0774	0.4940	0.5153
GSE25399	GSM623677	GPL2005	Tumor	125	77	1.9064	3.7741	0.2250	0.2178	0.0953	0.0845	0.4035	0.5335
GSE25399	GSM623678	GPL2005	Tumor	120	70	1.1823	3.2776	0.1608	0.0320	0.0424	-0.0108	0.3378	0.5077
GSE25399	GSM623679	GPL2005	Tumor	121	64	0.3372	5.3168	0.0334	-0.1144	0.0471	0.0521	0.5445	0.4789
GSE25399	GSM623680	GPL2005	Tumor	121	56	0.6289	4.5188	0.0635	-0.0196	0.0288	0.0457	0.5562	0.4906
GSE25399	GSM623681	GPL2005	Tumor	169	70	0.1150	3.3767	-0.0566	0.1630	0.0077	0.0279	0.6216	0.5217
GSE25399	GSM623682	GPL2005	Tumor	124	160	0.5269	4.6704	-0.0093	0.2149	0.0083	0.0076	0.4565	0.4836
GSE25399	GSM623683	GPL2005	Tumor	136	145	1.4240	2.8364	0.1060	-0.1549	0.0580	0.0440	0.4415	0.5110
GSE25399	GSM623684	GPL2004	Tumor	110	58	-0.3824	3.1853	0.0615	0.7032	-0.0019	-0.0153	0.3999	0.4855
GSE25399	GSM623685	GPL2004	Tumor	79	142	-0.0122	12.3741	0.1405	0.5318	0.0120	0.0144	0.5196	0.5008
GSE25399	GSM623686	GPL2004	Tumor	76	74	0.6231	9.0676	0.1161	0.6503	0.0051	0.0051	0.4575	0.4853
GSE25399	GSM623687	GPL2004	Tumor	179	56	0.1220	4.8135	-0.1638	0.8112	0.0033	0.0000	0.4757	0.4975
GSE25399	GSM623688	GPL2004	Tumor	75	52	1.9224	8.7522	-0.0726	1.1044	-0.0056	0.0176	0.7210	0.5098
GSE25399	GSM623689	GPL2004	Tumor	76	129	-0.2557	8.9485	-0.0103	0.7708	-0.0147	-0.0028	0.6538	0.4745
GSE25399	GSM623690	GPL2004	Tumor	94	134	-2.1145	10.4360	0.0387	0.4025	-0.0092	0.0144	0.6161	0.4537
GSE25399	GSM623691	GPL2004	Tumor	101	135	-0.7353	3.4977	-0.0049	0.5042	-0.0064	0.0050	0.5782	0.4960
GSE25399	GSM623692	GPL2004	Tumor	95	56	-0.5585	3.3103	-0.0597	0.7020	-0.0109	0.0184	0.6737	0.5043
GSE25399	GSM623693	GPL2004	Tumor	72	55	-2.2876	10.3173	-0.3250	1.1456	-0.0183	0.0096	0.8696	0.5318
GSE25399	GSM623694	GPL2004	Tumor	162	47	-1.3596	7.3184	-0.0873	0.7736	0.0034	0.0075	0.5312	0.5088
GSE25399	GSM623695	GPL2004	Tumor	78	49	-2.9421	19.4652	-0.0151	0.7564	0.0043	-0.0242	0.2513	0.4595
GSE25399	GSM623696	GPL2004	Tumor	73	50	-2.9725	24.7552	0.0650	0.4946	-0.0009	0.0022	0.6654	0.5012
GSE25399	GSM623697	GPL2004	Tumor	155	50	-0.9836	2.9199	-0.2869	2.0436	-0.0029	0.0276	0.7367	0.5451
GSE25399	GSM623698	GPL2004	Tumor	126	171	1.0262	7.3504	-0.0281	0.3191	-0.0125	-0.0114	0.5601	0.5283
GSE25399	GSM623699	GPL2004	Tumor	154	166	0.1651	3.8297	0.0506	0.4177	-0.0166	0.0000	0.5710	0.5162
GSE25399	GSM623700	GPL2004	Tumor	82	170	-1.8433	12.4233	0.0519	0.5323	-0.0008	-0.0284	0.3399	0.4895
GSE25399	GSM623701	GPL2004	Tumor	114	79	-2.1801	6.5128	-0.2658	0.8944	0.0082	0.0495	0.6060	0.4892
GSE25399	GSM623702	GPL2004	Tumor	75	106	-1.4651	12.8893	-0.0936	0.8045	0.0129	-0.0012	0.2102	0.5213
GSE25399	GSM623703	GPL2004	Tumor	81	154	-3.0039	16.0523	-0.0501	0.6015	0.0123	-0.0141	0.2443	0.4958
GSE25399	GSM623704	GPL2004	Tumor	80	44	-1.6470	6.8753	0.0019	0.4872	-0.0077	-0.0029	0.5885	0.4938
GSE25399	GSM623705	GPL2004	Tumor	147	181	-0.7150	6.9819	-0.0166	0.3787	-0.0102	-0.0084	0.5084	0.4929
GSE25399	GSM623706	GPL2004	Tumor	84	75	0.5136	3.5480	0.0898	0.7191	0.0066	0.0166	0.7552	0.4813
GSE25399	GSM623707	GPL2004	Tumor	71	167	3.6201	20.9143	-0.3413	1.0428	0.0161	0.0120	0.3427	0.4969
GSE25399	GSM623708	GPL2004	Tumor	75	131	1.3824	3.8256	0.1147	0.3591	0.0170	0.0000	0.4870	0.5209
GSE25399	GSM623709	GPL2004	Tumor	142	50	-2.6676	14.0515	-0.1242	0.9612	-0.0181	-0.0147	0.5072	0.4937
GSE25399	GSM623710	GPL2004	Tumor	94	146	1.0334	9.6054	-0.0124	0.6453	0.0217	0.0321	0.7995	0.5099
GSE25399	GSM623711	GPL2004	Tumor	81	173	0.4541	-0.3248	0.0781	0.3818	0.0284	0.0529	0.5862	0.4927
GSE25399	GSM623712	GPL2004	Tumor	88	120	-2.8785	14.6449	0.0706	0.9222	0.0029	-0.0069	0.3106	0.5241
GSE25399	GSM623713	GPL2004	Tumor	73	138	-4.8591	33.9741	-0.3518	0.9917	0.0107	0.0100	0.4336	0.4807
GSE25399	GSM623714	GPL2004	Tumor	70	149	4.1249	22.5383	-0.2778	0.5583	0.0225	0.0216	0.4429	0.4928
GSE25399	GSM623715	GPL2004	Tumor	71	122	-1.9539	18.7718	-0.4146	0.7754	0.0137	0.0250	0.8059	0.4866
GSE25399	GSM623716	GPL2004	Tumor	71	163	-1.8969	11.0500	-0.5176	1.2456	0.0034	0.0080	0.6936	0.5268
GSE25399	GSM623717	GPL2004	Tumor	93	148	-2.8237	9.0167	-0.3153	0.5274	-0.0089	-0.0648	0.3388	0.4937
GSE25399	GSM623718	GPL2004	Tumor	82	141	-3.9911	15.3947	-0.0283	0.6081	0.0074	0.0059	0.4892	0.5054
GSE25399	GSM623719	GPL2004	Tumor	76	137	-0.3947	4.8046	-0.3125	0.8791	-0.0006	0.0249	0.8440	0.5140
GSE25399	GSM623720	GPL2004	Tumor	73	148	-3.0734	14.8522	-0.0870	0.5257	0.0039	0.0120	0.8175	0.5053
GSE25399	GSM623721	GPL2004	Tumor	72	199	-3.3254	15.4611	-0.0126	0.9866	-0.0078	-0.0319	0.3150	0.4997
GSE25399	GSM623722	GPL2005	Normal	187	62	0.7713	4.6960	-0.0646	0.1375	0.0360	0.0572	0.5266	0.4825
GSE25399	GSM623723	GPL2005	Normal	188	64	0.2393	4.1316	0.0349	0.2262	0.0464	0.0587	0.5420	0.5025
GSE25399	GSM623724	GPL2005	Normal	167	74	0.9794	4.1879	0.1303	0.2054	0.0617	0.0552	0.4893	0.4974
GSE25399	GSM623725	GPL2005	Normal	134	59	1.6395	3.1887	0.2487	0.2857	0.0935	0.0736	0.3784	0.4729
GSE25399	GSM623726	GPL2005	Normal	138	97	1.6725	2.4582	0.1905	0.1553	0.0703	0.0569	0.4201	0.5102
GSE25399	GSM623727	GPL2005	Normal	175	86	0.6456	2.9501	0.0940	0.1814	0.0600	0.0371	0.4076	0.5028
GSE25399	GSM623728	GPL2005	Normal	146	83	1.0067	4.5253	0.0803	0.2343	0.0520	0.0392	0.4353	0.4914
GSE25399	GSM623729	GPL2005	Normal	126	123	0.0609	6.3130	-0.0636	0.1175	0.0072	0.0158	0.6107	0.5005
GSE25399	GSM623730	GPL2004	Normal	205	96	-0.1017	4.2848	-0.2511	0.8753	-0.0042	0.0217	0.5754	0.4986
GSE25399	GSM623731	GPL2004	Normal	109	115	-1.3162	10.2189	-0.5124	1.1585	-0.0009	-0.0097	0.4785	0.4833
GSE25399	GSM623732	GPL2004	Normal	115	156	-0.7000	10.9323	-0.3293	0.7285	0.0158	0.0060	0.3911	0.4785
GSE25399	GSM623733	GPL2004	Normal	71	88	-6.3852	49.3593	-0.6317	1.5940	-0.0022	-0.0099	0.3973	0.5862
GSE25399	GSM623734	GPL2004	Normal	98	126	-1.1751	10.7144	-0.2919	0.8169	-0.0134	-0.0153	0.4769	0.5076
GSE25399	GSM623735	GPL2004	Normal	140	151	0.7917	5.9361	-0.1729	0.8136	0.0070	-0.0013	0.3702	0.4987
GSE25399	GSM623736	GPL2004	Normal	87	132	-4.4235	23.5643	-0.2149	0.9204	-0.0093	-0.0122	0.4059	0.5308
GSE25399	GSM623737	GPL2004	Normal	78	132	-1.3426	11.4525	-0.0601	0.6939	0.0092	0.0114	0.6423	0.5125
GSE22839	GSM567088	GPL3720	Tumor	1856	233	0.6357	-0.3109	1.2258	3.6040	0.0636	-0.0083	0.3825	0.5078
GSE22839	GSM567089	GPL3720	Tumor	902	164	0.6858	0.3512	0.2052	0.8631	0.0275	0.0000	0.4334	0.4949
GSE22839	GSM567090	GPL3720	Tumor	111	144	-2.7281	9.3313	-0.3353	0.2190	0.0197	0.0204	0.5051	0.4950
GSE22839	GSM567091	GPL3720	Tumor	151	250	1.1699	9.0021	-0.1228	0.0396	0.0247	0.0037	0.4265	0.5128
GSE22839	GSM567092	GPL3720	Tumor	1462	354	0.5948	0.3544	0.5884	1.7892	0.0385	0.0056	0.4153	0.5004
GSE22839	GSM567093	GPL3720	Tumor	1317	118	0.0640	0.7655	0.0198	0.7634	0.0197	-0.0047	0.4109	0.4997
GSE22839	GSM567094	GPL3720	Tumor	566	253	-0.0451	1.3721	0.0339	0.9552	0.0235	0.0000	0.4482	0.4994
GSE22839	GSM567095	GPL3720	Tumor	1006	254	0.1874	1.0207	0.0038	-0.0115	0.0310	0.0000	0.4115	0.4819
GSE22839	GSM567096	GPL3720	Tumor	358	313	0.5499	1.0131	-0.0598	0.1063	0.0192	-0.0154	0.3980	0.4989
GSE22839	GSM567097	GPL3720	Tumor	1389	157	0.2862	1.4598	0.0712	0.7814	0.0282	0.0000	0.4147	0.5072
GSE22839	GSM567098	GPL3720	Tumor	4518	375	-0.0629	-0.1983	-0.0951	-0.2222	0.0368	-0.0207	0.4371	0.5000
GSE22839	GSM567099	GPL3720	Tumor	1796	209	0.1747	0.1099	0.0405	0.0517	0.0369	-0.0044	0.4207	0.4996
GSE22839	GSM567100	GPL3720	Tumor	2947	348	0.1474	-0.0863	0.0956	-0.0249	0.0340	-0.0106	0.4252	0.5002
GSE22839	GSM567101	GPL3720	Tumor	1570	167	-0.4267	1.0391	-0.1217	0.0112	0.0173	0.0000	0.4491	0.5028
GSE22839	GSM567102	GPL3720	Tumor	1921	277	0.7521	1.7818	0.2045	0.6225	0.0270	-0.0133	0.4121	0.4998
GSE22839	GSM567103	GPL3720	Tumor	981	184	0.5392	0.8691	0.1712	1.0459	0.0245	-0.0148	0.3499	0.5003
GSE22839	GSM567104	GPL3720	Tumor	1565	210	0.4389	1.8733	-0.0398	0.7012	0.0064	-0.0120	0.4495	0.5032
GSE22839	GSM567105	GPL3720	Tumor	280	161	-0.0430	13.0158	-0.1006	0.3424	0.0027	0.0076	0.5389	0.4955
GSE22839	GSM567106	GPL3720	Tumor	1632	238	-0.0685	1.5453	-0.1920	0.2839	0.0094	0.0000	0.4494	0.4813
GSE22839	GSM567107	GPL3720	Tumor	769	294	-1.3604	3.9079	-0.4621	0.8402	-0.0015	0.0132	0.5585	0.5010
GSE22839	GSM567108	GPL3720	Tumor	1261	284	0.4200	3.3970	0.0225	1.3983	0.0057	-0.0016	0.4474	0.5003
GSE22839	GSM567109	GPL3720	Tumor	217	265	0.0292	1.4484	-0.1731	0.2142	0.0117	0.0260	0.7214	0.4990
GSE24715	GSM608959	GPL2005	Tumor	684	177	nan	nan	-0.2139	0.5328	-0.0067	0.0730	0.6300	0.4995
GSE24715	GSM608960	GPL2005	Tumor	491	150	nan	nan	-0.1820	0.9967	-0.0148	0.0436	0.6343	0.5037
GSE24715	GSM608961	GPL2005	Tumor	291	166	nan	nan	0.0202	0.3119	0.0028	0.0351	0.5387	0.5138
GSE24715	GSM608962	GPL2005	Tumor	392	101	nan	nan	0.0419	0.6458	-0.0166	0.0186	0.6217	0.5014
GSE24715	GSM608963	GPL2005	Tumor	296	134	nan	nan	-0.0797	0.5747	-0.0054	0.0481	0.6013	0.4970
GSE24715	GSM608964	GPL2005	Tumor	178	158	nan	nan	0.1379	0.2284	-0.0098	-0.0636	0.4605	0.4992
GSE24715	GSM608965	GPL2005	Tumor	146	162	nan	nan	-0.0712	2.1505	-0.0059	-0.0094	0.4469	0.4907
GSE24715	GSM608966	GPL2005	Tumor	323	162	nan	nan	0.1802	0.2091	0.0074	0.0000	0.4719	0.4971
GSE24715	GSM608967	GPL2005	Tumor	818	245	nan	nan	-0.1310	0.1708	0.0141	0.1030	0.6036	0.5010
GSE24715	GSM608968	GPL2005	Tumor	95	189	nan	nan	0.1155	0.7587	-0.0079	-0.0090	0.4054	0.4848
GSE24715	GSM608969	GPL2005	Tumor	380	163	nan	nan	0.1621	0.1891	-0.0099	0.0000	0.5302	0.4868
GSE24715	GSM608970	GPL2005	Tumor	151	154	nan	nan	0.1445	0.5870	0.0056	-0.0169	0.3578	0.5061
GSE24715	GSM608971	GPL2005	Tumor	83	200	nan	nan	-0.0492	0.8360	0.0059	-0.0165	0.4419	0.4933
GSE24715	GSM608972	GPL2005	Tumor	166	168	nan	nan	0.1976	0.5017	-0.0074	-0.0063	0.5021	0.4758
GSE24715	GSM608973	GPL2005	Tumor	657	153	nan	nan	0.0274	0.9494	-0.0034	0.0543	0.6329	0.5004
GSE24715	GSM608974	GPL2005	Tumor	606	168	nan	nan	-0.0260	0.1579	-0.0006	0.0663	0.6255	0.4997
GSE24715	GSM608975	GPL2005	Tumor	114	73	nan	nan	0.4020	2.8292	-0.0031	-0.0265	0.1500	0.5076
GSE24715	GSM608976	GPL2005	Tumor	142	164	nan	nan	0.3727	1.6472	0.0030	-0.0019	0.4262	0.4989
GSE24715	GSM608977	GPL2005	Tumor	481	162	nan	nan	-0.1157	0.5760	-0.0113	0.0574	0.6450	0.5086
GSE24715	GSM608978	GPL2005	Tumor	118	136	nan	nan	0.1320	0.4389	-0.0009	0.0388	0.6281	0.4415
