Sample	Series	Speak	Breakpoint_Step	Breakpoint_CBS	Spread	Classification_Label	Decision_Value	Good_Poor	Case_Diagnosis
GSM468894	GSE18932	1.2594	120	23	1.3186	2	-0.9824	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468895	GSE18932	1.2253	119	25	1.0176	2	-0.9982	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468896	GSE18932	1.2276	116	29	0.962	2	-1.0365	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468897	GSE18932	1.1856	118	26	0.8484	2	-1.0628	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468898	GSE18932	1.229	120	22	0.9489	2	-1.0059	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468899	GSE18932	1.2317	120	34	0.9967	2	-1.0249	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468900	GSE18932	1.3369	120	43	0.8094	2	-1.1182	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468901	GSE18932	1.2512	119	22	0.7621	2	-1.1448	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468902	GSE18932	1.2731	120	22	0.8573	2	-1.0323	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468903	GSE18932	1.3038	120	22	0.871	2	-1.0274	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468904	GSE18932	1.2305	119	24	0.8533	2	-1.0501	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468905	GSE18932	1.1803	120	22	0.9168	2	-1.012	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468906	GSE18932	1.21	120	22	0.8256	2	-1.0488	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468907	GSE18932	1.1572	120	22	0.9087	2	-1.0122	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468908	GSE18932	1.1878	120	22	0.8546	2	-1.0295	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468909	GSE18932	1.2328	120	25	0.8737	2	-1.045	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468910	GSE18932	1.2228	119	22	0.9055	2	-1.0179	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468911	GSE18932	1.1759	120	23	0.9536	2	-1.0098	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468912	GSE18932	1.2015	120	22	0.9731	2	-0.9967	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468913	GSE18932	1.1831	120	22	0.9634	2	-0.9995	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468914	GSE18932	1.2304	120	22	0.8043	2	-1.0712	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468915	GSE18932	1.2869	120	28	0.7635	2	-1.1991	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468916	GSE18932	1.2175	120	22	0.7774	2	-1.1104	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468917	GSE18932	1.2802	120	46	0.8484	2	-1.0617	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468918	GSE18932	1.2526	120	23	0.9996	2	-0.9943	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468919	GSE18932	1.2995	120	23	0.7837	2	-1.1141	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468920	GSE18932	1.2066	120	22	0.7454	2	-1.1801	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468921	GSE18932	1.2124	120	22	0.9172	2	-1.0135	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468922	GSE18932	1.2445	120	22	0.9008	2	-1.0182	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468923	GSE18932	1.2783	120	23	0.7962	2	-1.0944	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468924	GSE18932	1.4762	3	22	0.7528	2	-0.8061	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468925	GSE18932	1.4822	14	23	0.9316	2	-1.083	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468926	GSE18932	1.2856	115	22	0.7923	2	-1.1015	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468927	GSE18932	1.2285	120	22	0.8233	2	-1.0518	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468928	GSE18932	1.1724	120	22	0.7794	2	-1.1034	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468929	GSE18932	1.2101	120	22	0.7927	2	-1.0852	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468930	GSE18932	1.1972	120	22	0.9485	2	-1.005	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468931	GSE18932	1.2945	120	23	1.1765	2	-0.9411	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468932	GSE18932	1.2446	120	25	0.8844	2	-1.0418	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468933	GSE18932	1.4551	118	26	1.0496	2	-0.987	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468934	GSE18932	1.2845	5	24	1.1831	2	-0.5279	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468935	GSE18932	1.295	120	24	0.7624	2	-1.1676	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468936	GSE18932	1.1845	120	23	0.8561	2	-1.0369	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468937	GSE18932	1.2372	117	22	0.8796	2	-1.0284	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468938	GSE18932	1.2966	120	27	0.7835	2	-1.1482	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468939	GSE18932	1.2492	116	25	0.9127	2	-1.0402	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468940	GSE18932	1.2485	120	23	0.7948	2	-1.0954	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468941	GSE18932	1.2348	88	23	1.1468	2	-0.9257	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468942	GSE18932	1.2857	120	28	0.8791	2	-1.0553	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468943	GSE18932	1.2699	120	26	0.8905	2	-1.045	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468944	GSE18932	1.392	17	23	1.0709	2	-0.7673	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468945	GSE18932	1.2259	120	23	0.8627	2	-1.0366	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468946	GSE18932	1.2446	120	26	0.8853	2	-1.0458	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468947	GSE18932	1.2286	120	27	0.872	2	-1.0534	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468948	GSE18932	1.1955	120	22	0.7236	2	-1.2428	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468949	GSE18932	1.2588	120	22	0.8118	2	-1.0641	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468950	GSE18932	1.2576	120	27	0.8661	2	-1.0573	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468951	GSE18932	1.203	117	22	1.4122	2	-0.923	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468952	GSE18932	1.2075	114	22	0.7609	2	-1.1588	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468953	GSE18932	1.2636	120	22	0.8705	2	-1.027	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468954	GSE18932	1.221	119	22	0.8963	2	-1.02	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468955	GSE18932	1.2114	120	28	1.0731	2	-0.9839	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468956	GSE18932	1.2545	119	26	1.042	2	-0.9924	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468957	GSE18932	1.3459	120	35	0.9897	2	-1.0286	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468958	GSE18932	1.2254	120	29	0.9508	2	-1.0354	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468959	GSE18932	1.4923	9	29	0.9269	2	-1.0606	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468960	GSE18932	1.2083	120	23	0.9427	2	-1.0145	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468961	GSE18932	1.2223	120	22	0.8875	2	-1.0206	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468962	GSE18932	1.1699	120	22	0.9351	2	-1.0072	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468963	GSE18932	1.3536	120	23	0.8942	2	-1.0277	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468964	GSE18932	1.177	120	22	0.6608	2	-1.4805	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468965	GSE18932	1.2263	119	24	0.8467	2	-1.0537	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468966	GSE18932	1.2282	120	22	0.728	2	-1.2305	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468967	GSE18932	1.2467	117	29	0.7532	2	-1.2416	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468968	GSE18932	1.2702	120	22	0.7488	2	-1.1734	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468969	GSE18932	1.3504	7	23	0.7519	2	-1.2719	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468970	GSE18932	1.2321	120	22	0.6813	2	-1.397	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468971	GSE18932	1.22	5	22	0.73	2	-1.1231	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468972	GSE18932	1.2419	120	22	0.8264	2	-1.0499	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468973	GSE18932	1.2096	118	22	0.7585	2	-1.1536	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468974	GSE18932	1.2061	120	22	0.8304	2	-1.0448	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468975	GSE18932	1.2131	120	22	0.8191	2	-1.0546	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468976	GSE18932	1.2595	120	23	0.744	2	-1.201	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468977	GSE18932	1.2541	8	22	0.875	2	-1.1405	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468978	GSE18932	1.255	120	22	1.1722	2	-0.9277	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468979	GSE18932	1.1981	120	23	0.8533	2	-1.0392	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468980	GSE18932	1.2082	120	22	0.9078	2	-1.0154	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468981	GSE18932	1.3048	119	30	1.0693	2	-0.9972	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468982	GSE18932	1.2517	113	22	1.063	2	-0.9564	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468983	GSE18932	1.2053	120	22	0.8293	2	-1.0456	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468984	GSE18932	1.2118	120	26	0.8219	2	-1.0825	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468985	GSE18932	1.236	120	22	0.7464	2	-1.1788	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468986	GSE18932	1.2147	119	29	0.741	2	-1.2722	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468987	GSE18932	1.1987	119	24	0.8239	2	-1.0691	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468988	GSE18932	1.2689	118	44	0.8993	2	-1.038	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468989	GSE18932	1.269	113	26	0.8608	2	-1.0704	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468990	GSE18932	1.1821	120	22	0.8578	2	-1.0277	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468991	GSE18932	1.154	120	27	0.8983	2	-1.0395	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468992	GSE18932	1.2457	120	22	0.7221	2	-1.2492	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468993	GSE18932	1.2769	120	27	0.6861	2	-1.4708	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468994	GSE18932	1.2458	120	22	0.7011	2	-1.3211	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468995	GSE18932	1.2232	118	22	0.7166	2	-1.2726	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468996	GSE18932	1.192	120	36	0.8919	2	-1.0474	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468997	GSE18932	1.2166	118	30	0.8496	2	-1.0758	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468998	GSE18932	1.23	120	27	0.8272	2	-1.083	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM468999	GSE18932	1.2126	120	27	0.8508	2	-1.0633	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM469000	GSE18932	1.4796	120	63	0.9287	2	-0.9902	poor	3: poor quality, indiscernible CNAs with many waves
GSM469001	GSE18932	1.4765	120	57	0.9744	2	-0.9958	poor	3: poor quality, indiscernible CNAs with many waves
GSM469002	GSE18932	1.5016	120	55	0.9635	2	-0.9983	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM469003	GSE18932	1.3147	115	29	0.9515	2	-1.0425	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM469004	GSE18932	1.3665	120	55	0.7732	2	-1.1743	poor	3: poor quality, indiscernible CNAs with many waves
GSM469005	GSE18932	1.4395	120	50	0.8135	2	-1.0981	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM469006	GSE18932	1.4659	120	57	0.9079	2	-1.0055	poor	3: poor quality, indiscernible CNAs with many waves
GSM469007	GSE18932	1.4525	120	49	1.131	2	-1.006	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM520733	GSE18932	1.2906	119	22	0.4266	2	-0.816	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM520734	GSE18932	1.387	106	52	0.3475	2	-1.2973	poor	3: poor quality, indiscernible CNAs with many waves
GSM520735	GSE18932	1.2128	120	22	0.335	1	0.5913	good	5: good quality, control or without many CNAs
GSM520736	GSE18932	1.2312	120	22	0.3281	1	0.7019	good	5: good quality, control or without many CNAs
GSM520737	GSE18932	1.2727	118	22	0.3249	1	0.7781	good	5: good quality, control or without many CNAs
GSM520738	GSE18932	1.1797	120	22	0.4324	2	-0.9355	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM469440	GSE18964	1.3439	120	26	0.2297	1	1.4552	good	5: good quality, control or without many CNAs
GSM469441	GSE18964	1.1765	120	23	0.2583	1	1.4136	good	5: good quality, control or without many CNAs
GSM469442	GSE18964	1.5085	6	24	0.2669	1	1.361	good	2: good quality, discernible CNAs with few waves
GSM469443	GSE18964	1.2248	120	23	0.2679	1	1.3573	good	5: good quality, control or without many CNAs
GSM469444	GSE18964	3.228	4	25	0.2693	1	1.4592	good	2: good quality, discernible CNAs with few waves
GSM469445	GSE18964	1.2973	118	38	0.2928	1	0.0491	good	5: good quality, control or without many CNAs
GSM469446	GSE18964	1.2257	119	22	0.2603	1	1.4842	good	5: good quality, control or without many CNAs
GSM469447	GSE18964	1.2638	120	25	0.2823	1	1.1003	good	5: good quality, control or without many CNAs
GSM469448	GSE18964	1.1868	119	23	0.2467	1	1.5009	good	5: good quality, control or without many CNAs
GSM469449	GSE18964	1.1736	119	22	0.2917	1	1.1675	good	5: good quality, control or without many CNAs
GSM469450	GSE18964	1.3825	120	28	0.3113	1	0.5736	good	5: good quality, control or without many CNAs
GSM469451	GSE18964	1.1566	120	22	0.268	1	1.3882	good	5: good quality, control or without many CNAs
GSM469452	GSE18964	1.1594	120	22	0.2552	1	1.4858	good	5: good quality, control or without many CNAs
GSM469453	GSE18964	1.2086	120	22	0.2506	1	1.5353	good	5: good quality, control or without many CNAs
GSM469454	GSE18964	1.7054	7	25	0.2476	1	1.4454	good	2: good quality, discernible CNAs with few waves
GSM469455	GSE18964	1.1171	120	23	0.2381	1	1.5051	good	5: good quality, control or without many CNAs
GSM469456	GSE18964	1.179	120	25	0.2416	1	1.3959	good	5: good quality, control or without many CNAs
GSM469457	GSE18964	1.305	117	27	0.2783	1	1.0414	good	5: good quality, control or without many CNAs
GSM469458	GSE18964	6.5663	3	22	0.2411	1	0.9203	good	2: good quality, discernible CNAs with few waves
GSM469461	GSE18964	1.2098	120	22	0.2634	1	1.4475	good	5: good quality, control or without many CNAs
GSM469462	GSE18964	1.3187	115	26	0.2694	1	1.2231	good	5: good quality, control or without many CNAs
GSM469463	GSE18964	1.3093	119	26	0.2729	1	1.1539	good	5: good quality, control or without many CNAs
GSM469464	GSE18964	1.2988	119	24	0.2349	1	1.5451	good	5: good quality, control or without many CNAs
GSM469465	GSE18964	1.1726	120	22	0.2968	1	1.1008	good	5: good quality, control or without many CNAs
GSM469466	GSE18964	1.9657	3	22	0.2325	1	1.1172	good	2: good quality, discernible CNAs with few waves
GSM469467	GSE18964	1.3543	120	27	0.2576	1	1.2304	good	5: good quality, control or without many CNAs
GSM469468	GSE18964	1.2248	119	22	0.2611	1	1.478	good	5: good quality, control or without many CNAs
GSM469469	GSE18964	1.4058	100	40	0.3441	2	-0.5735	poor	3: poor quality, indiscernible CNAs with many waves
GSM469470	GSE18964	1.3715	120	30	0.2362	1	1.1727	good	5: good quality, control or without many CNAs
GSM469471	GSE18964	1.1705	120	23	0.2463	1	1.4889	good	5: good quality, control or without many CNAs
GSM469472	GSE18964	1.2158	120	22	0.2917	1	1.1775	good	5: good quality, control or without many CNAs
GSM469473	GSE18964	1.3831	109	25	0.3022	1	1.0025	good	5: good quality, control or without many CNAs
GSM469474	GSE18964	1.2492	120	22	0.2674	1	1.4299	good	5: good quality, control or without many CNAs
GSM469475	GSE18964	1.2027	117	22	0.2744	1	1.3725	good	5: good quality, control or without many CNAs
GSM469476	GSE18964	1.2318	112	22	0.2638	1	1.511	good	5: good quality, control or without many CNAs
GSM469477	GSE18964	5.6708	7	28	0.261	1	1.7975	good	2: good quality, discernible CNAs with few waves
GSM469478	GSE18964	1.314	118	27	0.2641	1	1.175	good	5: good quality, control or without many CNAs
GSM469479	GSE18964	1.1509	119	22	0.2415	1	1.5671	good	5: good quality, control or without many CNAs
GSM469480	GSE18964	1.1645	120	22	0.2673	1	1.3975	good	5: good quality, control or without many CNAs
GSM469481	GSE18964	1.1587	120	22	0.288	1	1.1955	good	5: good quality, control or without many CNAs
GSM469482	GSE18964	1.2606	120	26	0.2665	1	1.1849	good	5: good quality, control or without many CNAs
GSM469483	GSE18964	1.2142	120	24	0.2715	1	1.2564	good	5: good quality, control or without many CNAs
GSM469484	GSE18964	1.2583	120	22	0.228	1	1.6524	good	5: good quality, control or without many CNAs
GSM469485	GSE18964	1.3527	117	32	0.2656	1	0.8247	good	5: good quality, control or without many CNAs
GSM469486	GSE18964	1.2909	117	23	0.2401	1	1.5896	good	5: good quality, control or without many CNAs
GSM469487	GSE18964	1.1598	119	25	0.2916	1	0.9549	good	5: good quality, control or without many CNAs
GSM469488	GSE18964	1.7109	4	24	0.2437	1	1.2706	good	2: good quality, discernible CNAs with few waves
GSM469489	GSE18964	1.2732	120	24	0.2623	1	1.3602	good	5: good quality, control or without many CNAs
GSM469490	GSE18964	1.2338	120	22	0.2723	1	1.3821	good	5: good quality, control or without many CNAs
GSM469491	GSE18964	1.1952	120	24	0.2387	1	1.4805	good	5: good quality, control or without many CNAs
GSM469492	GSE18964	1.1796	120	27	0.2469	1	1.2292	good	5: good quality, control or without many CNAs
GSM469493	GSE18964	1.175	114	26	0.2546	1	1.2867	good	5: good quality, control or without many CNAs
GSM469494	GSE18964	1.1751	119	24	0.2606	1	1.3397	good	5: good quality, control or without many CNAs
GSM469495	GSE18964	1.1762	120	24	0.2594	1	1.3423	good	5: good quality, control or without many CNAs
GSM469496	GSE18964	1.7345	3	22	0.2557	1	1.1851	good	2: good quality, discernible CNAs with few waves
GSM469497	GSE18964	1.1412	120	24	0.2676	1	1.2583	good	5: good quality, control or without many CNAs
GSM469498	GSE18964	1.1869	120	22	0.2494	1	1.5338	good	5: good quality, control or without many CNAs
GSM469499	GSE18964	1.8518	21	38	0.2568	1	1.5426	good	2: good quality, discernible CNAs with few waves
GSM469500	GSE18964	3.9785	3	26	0.2525	1	1.1171	good	2: good quality, discernible CNAs with few waves
GSM469501	GSE18964	3.9919	6	29	0.2511	1	1.6855	good	2: good quality, discernible CNAs with few waves
GSM469502	GSE18964	1.1651	120	24	0.2589	1	1.341	good	5: good quality, control or without many CNAs
GSM469503	GSE18964	1.3414	120	24	0.2729	1	1.293	good	5: good quality, control or without many CNAs
GSM469504	GSE18964	5.1527	6	25	0.2284	1	1.4786	good	2: good quality, discernible CNAs with few waves
GSM469505	GSE18964	1.144	120	26	0.2655	1	1.1389	good	5: good quality, control or without many CNAs
GSM469506	GSE18964	1.1689	117	24	0.2895	1	1.0699	good	5: good quality, control or without many CNAs
GSM469507	GSE18964	1.1761	109	23	0.252	1	1.535	good	5: good quality, control or without many CNAs
GSM484745	GSE19449	1.8341	120	27	0.7043	2	-1.2639	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM484746	GSE19449	3.3372	44	76	0.4182	1	0.3895	good	2: good quality, discernible CNAs with few waves
GSM484747	GSE19449	2.2965	82	50	0.494	2	-1.2435	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM517306	GSE20206	1.257	120	23	0.3233	1	0.712	good	5: good quality, control or without many CNAs
GSM517307	GSE20206	1.2126	110	22	0.2929	1	1.2337	good	5: good quality, control or without many CNAs
GSM517308	GSE20206	1.2462	120	22	0.2968	1	1.1295	good	5: good quality, control or without many CNAs
GSM517309	GSE20206	1.2603	118	22	0.2918	1	1.2075	good	5: good quality, control or without many CNAs
GSM517310	GSE20206	1.2298	3	22	0.2389	1	0.9693	good	5: good quality, control or without many CNAs
GSM517311	GSE20206	1.1944	119	22	0.2627	1	1.4539	good	5: good quality, control or without many CNAs
GSM517312	GSE20206	1.1751	120	22	0.2783	1	1.3027	good	5: good quality, control or without many CNAs
GSM517313	GSE20206	1.2059	120	22	0.274	1	1.356	good	5: good quality, control or without many CNAs
GSM517314	GSE20206	1.2948	114	22	0.2231	1	1.7182	good	5: good quality, control or without many CNAs
GSM517315	GSE20206	1.1478	120	22	0.3289	1	0.658	good	5: good quality, control or without many CNAs
GSM517316	GSE20206	1.2577	120	25	0.2961	1	0.9375	good	5: good quality, control or without many CNAs
GSM517317	GSE20206	1.2421	120	27	0.2705	1	1.0676	good	5: good quality, control or without many CNAs
GSM517318	GSE20206	1.1824	120	22	0.2218	1	1.6402	good	5: good quality, control or without many CNAs
GSM517319	GSE20206	1.1427	120	22	0.2941	1	1.1198	good	5: good quality, control or without many CNAs
GSM517320	GSE20206	1.2737	118	24	0.2089	1	1.6061	good	5: good quality, control or without many CNAs
GSM517321	GSE20206	1.1284	120	22	0.2803	1	1.2624	good	5: good quality, control or without many CNAs
GSM519083	GSE20206	1.1771	120	26	0.3979	2	-0.7348	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519084	GSE20206	1.0772	120	22	0.4189	2	-0.7679	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519085	GSE20206	1.0681	118	22	0.3885	2	-0.3011	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519086	GSE20206	1.066	120	22	0.4441	2	-1.1028	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519087	GSE20206	1.0576	120	22	0.5562	2	-1.7678	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519088	GSE20206	1.0617	120	22	0.4314	2	-0.9418	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519089	GSE20206	1.0891	120	22	0.4865	2	-1.5215	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519090	GSE20206	1.0611	112	22	0.4597	2	-1.2693	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519091	GSE20206	1.1185	114	22	0.4563	2	-1.2306	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519092	GSE20206	1.063	119	22	0.4142	2	-0.699	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519093	GSE20206	1.0468	118	22	0.4471	2	-1.1359	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519094	GSE20206	1.0926	120	22	0.5767	2	-1.7569	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519095	GSE20206	1.0503	120	22	0.4686	2	-1.3679	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519096	GSE20206	1.0667	120	22	0.5471	2	-1.7655	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519097	GSE20206	1.0891	120	22	0.4579	2	-1.2597	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519098	GSE20206	1.0963	119	22	0.4326	2	-0.952	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519099	GSE20206	1.1114	119	22	0.4435	2	-1.0897	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519100	GSE20206	1.1292	120	22	0.4256	2	-0.8538	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519101	GSE20206	1.0528	120	22	0.4667	2	-1.3498	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519102	GSE20206	1.057	120	22	0.4487	2	-1.1576	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM519103	GSE20206	1.1232	117	22	0.4281	2	-0.8816	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509843	GSE20353	1.5611	116	52	0.4022	2	-1.7959	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509844	GSE20353	1.5975	120	64	0.3368	2	-1.4871	poor	3: poor quality, indiscernible CNAs with many waves
GSM509845	GSE20353	1.7104	25	55	0.3365	1	0.0616	good	2: good quality, discernible CNAs with few waves
GSM509846	GSE20353	1.4637	120	32	0.3977	2	-0.9786	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509847	GSE20353	1.5926	120	90	0.3607	2	-2.1384	poor	3: poor quality, indiscernible CNAs with many waves
GSM509848	GSE20353	1.2282	120	22	0.3708	1	0.0253	good	5: good quality, control or without many CNAs
GSM509849	GSE20353	1.7115	118	59	0.4271	2	-1.9952	poor	3: poor quality, indiscernible CNAs with many waves
GSM509850	GSE20353	1.1336	120	22	0.3828	2	-0.2011	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509851	GSE20353	1.25	116	22	0.3784	2	-0.0703	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509852	GSE20353	3.0288	32	37	0.3719	1	2.1947	good	2: good quality, discernible CNAs with few waves
GSM509853	GSE20353	1.2264	119	22	0.415	2	-0.6717	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509854	GSE20353	1.6644	53	37	0.4682	2	-1.289	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509855	GSE20353	1.1244	119	22	0.4761	2	-1.4347	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM509856	GSE20353	1.1085	119	22	0.4157	2	-0.7136	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
